Ftherm_star	Ftherm_planet	Frefl_planet	
Star.Blackbody	Planet.Thermal	Planet.Reflected	
213053.504738931224	00000.538492561336	00000.000050842612	
213053.504738931224	00000.681176158260	00000.000179540892	
213053.504738931224	00005.259245620956	00000.001658103308	
213053.504738931224	00000.002728183333	00000.000034838712	
213053.504738931224	00000.414310955379	00000.000107493350	
213053.504738931224	00000.005223549543	00000.000002582447	
213053.504738931224	00004.421056268827	00000.000015584192	
213053.504738931224	00001.603488822639	00000.003067981975	
213053.504738931224	00000.094146706338	00000.000213430337	
213053.504738931224	00000.273829424584	00000.000028508860	
213053.504738931224	00000.273292862931	00000.000009791429	
213053.504738931224	00001.083033468481	00000.000063472883	
213053.504738931224	00000.024653438885	00000.000018714751	
213053.504738931224	00000.052826105269	00000.000065576860	
213053.504738931224	00000.755847449592	00000.001086179362	
213053.504738931224	00000.022032215507	00000.000001799346	
213053.504738931224	00000.025278250720	00000.000034882123	
213053.504738931224	00000.011766409571	00000.000007999105	
11598.378334737916	00003.265968855095	00000.016340045394	
11598.378334737916	00000.006390533057	00000.000007223623	
11598.378334737916	00000.000002820604	00000.000002068084	
11598.378334737916	00000.000000183287	00000.000001378094	
11598.378334737916	00000.543090702566	00000.000559375561	
11598.378334737916	00000.000457372827	00000.000025820778	
11598.378334737916	00000.338891190474	00000.000000920896	
11598.378334737916	00000.052820871823	00000.000001036192	
11598.378334737916	00000.020715722288	00000.000053315670	
11598.378334737916	00000.505494445675	00000.000350714387	
11598.378334737916	00000.000031207260	00000.000000124024	
11598.378334737916	00000.000171730831	00000.000001804082	
11598.378334737916	00000.000002739948	00000.000001527169	
11598.378334737916	00000.451349707913	00000.000213224231	
11598.378334737916	00001.305087581794	00000.001000706364	
11598.378334737916	00000.265865565018	00000.000613503911	
11598.378334737916	00000.000325005520	00000.000007182561	
11598.378334737916	00000.002437440364	00000.000062545721	
11598.378334737916	00000.000328927403	00000.000177495334	
11598.378334737916	00000.503546476710	00000.000642939755	
11598.378334737916	00000.013583660356	00000.000008649186	
11598.378334737916	00000.000274874940	00000.000000291321	
11598.378334737916	00000.000023834728	00000.000015853441	
11598.378334737916	00000.000001549294	00000.000000589658	
11598.378334737916	00001.799782712923	00000.003024336008	
11598.378334737916	00000.000001186968	00000.000001801110	
11598.378334737916	00002.851447800454	00000.010384484896	
11598.378334737916	00001.350479250246	00000.000961927116	
11598.378334737916	00000.035000960750	00000.000022116125	
11598.378334737916	00000.000000882837	00000.000005006229	
11598.378334737916	00000.054646541364	00000.000180748689	
11598.378334737916	00000.000004974313	00000.000005113570	
11598.378334737916	00000.000009500227	00000.000000263651	
18753.971060040491	00001.208912358260	00000.001693841226	
18753.971060040491	00000.178449325266	00000.000003850034	
18753.971060040491	00000.015138391585	00000.000004677646	
18753.971060040491	00000.000483682343	00000.000000400402	
18753.971060040491	00000.002040275634	00000.000000002994	
18753.971060040491	00001.958412279337	00000.000207555623	
18753.971060040491	00000.013556328357	00000.000000788894	
18753.971060040491	00000.235775341373	00000.000027807503	
18753.971060040491	00000.010619150660	00000.000055887639	
18753.971060040491	00000.094378315612	00000.000135682048	
18753.971060040491	00001.195431180591	00000.000226944725	
18753.971060040491	00001.044864051424	00000.000023849495	
18753.971060040491	00000.000421647361	00000.000000780556	
18753.971060040491	00000.526116348553	00000.000250137399	
18753.971060040491	00001.083641800641	00000.000026279259	
18753.971060040491	00000.027944288484	00000.000064975354	
18753.971060040491	00000.018351478705	00000.000019533843	
18753.971060040491	00006.310502575397	00000.024333556228	
18753.971060040491	00000.738556580122	00000.000106341348	
18753.971060040491	00000.030543999226	00000.000047011198	
08817.543670401617	00000.578202428323	00000.002380412124	
08817.543670401617	00001.297757822750	00000.001007597099	
08817.543670401617	00000.699511508377	00000.000036035935	
08817.543670401617	00000.116844108652	00000.000027962344	
08817.543670401617	00000.000146994644	00000.000000180810	
08817.543670401617	00000.102213687668	00000.000368971180	
08817.543670401617	00000.834341407655	00000.002539413455	
08817.543670401617	00001.490353644251	00000.002147268815	
08817.543670401617	00000.026750474365	00000.000012592522	
08817.543670401617	00000.013138888246	00000.000005748552	
08817.543670401617	00000.000674054954	00000.000001175735	
08817.543670401617	00000.168224329041	00000.000000851696	
08817.543670401617	00000.124364082209	00000.000109347565	
08817.543670401617	00000.014591186251	00000.000000047669	
08817.543670401617	00000.002047860420	00000.000000750502	
08817.543670401617	00000.132402400771	00000.000118315558	
08817.543670401617	00000.905975231497	00000.002258345602	
08817.543670401617	00000.028341335487	00000.000007333532	
08817.543670401617	00000.016479469081	00000.000005135296	
08817.543670401617	00000.001169381776	00000.000004843608	
08817.543670401617	00000.007230515365	00000.000000248248	
08817.543670401617	00000.010055944376	00000.000000625195	
08817.543670401617	00000.516308132092	00000.002450688532	
08817.543670401617	00000.047588158268	00000.000000048344	
08817.543670401617	00000.000304043282	00000.000000387301	
13088.168692081279	00000.059816238580	00000.000090412743	
13088.168692081279	00000.003573795706	00000.000000144418	
13088.168692081279	00000.132569218148	00000.000357785934	
13088.168692081279	00000.035525173461	00000.000023067898	
13088.168692081279	00000.395500796934	00000.000057075364	
13088.168692081279	00000.001591438806	00000.000006723246	
13088.168692081279	00004.360561428599	00000.013640666419	
13088.168692081279	00000.009817452335	00000.000003296241	
13088.168692081279	00002.008425260556	00000.002572610667	
13088.168692081279	00000.059787797490	00000.000031850925	
13088.168692081279	00000.006357822705	00000.000001503617	
13088.168692081279	00000.003107416209	00000.000000312693	
13088.168692081279	00000.045190211710	00000.000006275705	
13088.168692081279	00000.068971542503	00000.000056048729	
13088.168692081279	00000.002124839105	00000.000000732556	
13088.168692081279	00000.000642974119	00000.000000723485	
13088.168692081279	00000.000116608126	00000.000001211203	
13088.168692081279	00000.033924701117	00000.000113551714	
